Incident_ID,Created_Date,Resolved_Date,SLA_Deadline,Priority,Incident_Category,Assigned_Team,Business_Unit,Status,Resolution_Time_Hours,SLA_Target_Hours,SLA_Breached,Reopened,Change_Request_Linked,Change_Request_ID,Change_Type,Caused_By_Change,Customer_Impact,Risk_Score
INC100510,2024-06-19 12:06,2024-06-20 02:29,2024-06-22 12:06,P4,Hardware Failure,Application Support L2,HR Operations,Resolved,14.39,72,False,False,Yes,CHG200510,Normal,False,Low,1.9
INC100558,2024-06-22 11:39,2024-06-23 04:04,2024-06-23 11:39,P3,Authentication Failure,Network Operations,Supply Chain,Closed,16.42,24,False,False,No,N/A,N/A,False,Low,3.7
INC100048,2024-06-22 21:05,2024-06-23 15:33,2024-06-23 05:05,P2,Batch Job Failure,Cybersecurity Response,Customer Service,Resolved,18.47,8,True,True,Yes,CHG200048,Emergency,False,High,9.1
INC100389,2024-06-23 21:56,2024-06-24 05:07,2024-06-24 21:56,P3,Access Management,DevOps Engineering,Supply Chain,Resolved,7.19,24,False,False,No,N/A,N/A,False,Medium,3.1
INC100191,2024-06-24 21:39,2024-06-25 15:14,2024-06-25 21:39,P3,Authentication Failure,Enterprise Architecture,Wealth Management,Resolved,17.59,24,False,False,No,N/A,N/A,False,Low,3.0
INC100346,2024-06-26 05:15,2024-06-27 19:47,2024-06-27 05:15,P3,Authentication Failure,Cloud Platform Team,Legal & Compliance,Resolved,38.54,24,True,False,No,N/A,N/A,False,Medium,6.0
INC100336,2024-06-27 00:25,2024-06-27 15:55,2024-06-28 00:25,P3,Batch Job Failure,Infrastructure Engineering,Supply Chain,Closed,15.51,24,False,False,No,N/A,N/A,False,Medium,4.2
INC100221,2024-06-28 19:54,2024-06-29 17:54,2024-06-29 19:54,P3,Hardware Failure,Enterprise Architecture,HR Operations,Closed,22.01,24,False,False,No,N/A,N/A,False,Low,3.7
INC100218,2024-06-29 01:53,2024-06-29 11:33,2024-07-02 01:53,P4,Network Outage,Database Administration,Corporate IT,Closed,9.68,72,False,False,No,N/A,N/A,False,Low,1.6
INC100590,2024-07-01 05:43,2024-07-01 20:58,2024-07-02 05:43,P3,Network Outage,Application Support L2,Corporate IT,Closed,15.26,24,False,False,No,N/A,N/A,False,Low,3.0
INC100323,2024-07-02 01:35,2024-07-02 02:41,2024-07-02 05:35,P1,Access Management,Cloud Platform Team,Wealth Management,Closed,1.1,4,False,False,No,N/A,N/A,False,High,7.8
INC100480,2024-07-02 11:35,2024-07-03 04:49,2024-07-03 11:35,P3,Security Breach,Cloud Platform Team,Customer Service,Resolved,17.24,24,False,False,No,N/A,N/A,False,Low,2.4
INC100393,2024-07-03 02:31,2024-07-04 03:50,2024-07-04 02:31,P3,Third-Party Integration Failure,Database Administration,Legal & Compliance,Closed,25.33,24,True,False,No,N/A,N/A,False,Medium,5.5
INC100411,2024-07-04 19:24,2024-07-04 23:35,2024-07-04 23:24,P1,Third-Party Integration Failure,Enterprise Architecture,Customer Service,Resolved,4.2,4,True,False,No,N/A,N/A,False,Low,10.0
INC100353,2024-07-05 19:20,2024-07-07 09:43,2024-07-06 19:20,P3,Data Corruption,Enterprise Architecture,Finance,Closed,38.4,24,True,False,No,N/A,N/A,False,Medium,6.4
INC100242,2024-07-07 17:30,2024-07-09 01:36,2024-07-08 17:30,P3,Database Performance,Infrastructure Engineering,Corporate IT,Closed,32.11,24,True,False,No,N/A,N/A,False,Low,5.6
INC100535,2024-07-08 00:39,2024-07-09 15:40,2024-07-11 00:39,P4,Network Outage,DevOps Engineering,Corporate IT,Closed,39.02,72,False,False,No,N/A,N/A,False,Medium,1.2
INC100364,2024-07-08 11:56,2024-07-09 14:46,2024-07-09 11:56,P3,Hardware Failure,Application Support L2,Corporate IT,Closed,26.84,24,True,False,No,N/A,N/A,False,Low,6.5
INC100284,2024-07-09 20:42,2024-07-11 04:00,2024-07-12 20:42,P4,Security Breach,Cloud Platform Team,Wealth Management,Resolved,31.3,72,False,False,No,N/A,N/A,False,Medium,1.3
INC100520,2024-07-11 02:11,2024-07-11 20:04,2024-07-12 02:11,P3,Cloud Service Disruption,Infrastructure Engineering,Corporate IT,Closed,17.89,24,False,False,Yes,CHG200520,Standard,False,Low,4.8
INC100542,2024-07-13 06:33,2024-07-14 00:09,2024-07-16 06:33,P4,Application Error,Cybersecurity Response,Corporate IT,Closed,17.61,72,False,False,No,N/A,N/A,False,Low,1.7
INC100536,2024-07-13 16:43,2024-07-17 12:28,2024-07-16 16:43,P4,Batch Job Failure,DevOps Engineering,Corporate IT,Closed,91.75,72,True,False,No,N/A,N/A,False,Low,3.0
INC100246,2024-07-13 23:07,2024-07-14 03:25,2024-07-14 03:07,P1,Hardware Failure,Network Operations,HR Operations,Closed,4.31,4,True,False,No,N/A,N/A,False,Low,10.0
INC100208,2024-07-14 00:28,2024-07-14 03:11,2024-07-14 04:28,P1,Security Breach,Network Operations,Retail Banking,Closed,2.73,4,False,False,Yes,CHG200208,Standard,False,Low,8.6
INC100155,2024-07-15 07:08,2024-07-17 20:49,2024-07-18 07:08,P4,Security Breach,Identity & Access Management,Customer Service,Resolved,61.7,72,False,False,No,N/A,N/A,False,Medium,0.9
INC100046,2024-07-15 13:42,2024-07-17 04:49,2024-07-18 13:42,P4,Data Corruption,Infrastructure Engineering,Wealth Management,Closed,39.13,72,False,False,No,N/A,N/A,False,Low,1.6
INC100256,2024-07-15 19:33,2024-07-16 05:02,2024-07-15 23:33,P1,Cloud Service Disruption,Database Administration,HR Operations,Closed,9.49,4,True,True,Yes,CHG200256,Normal,True,Medium,10.0
INC100220,2024-07-16 03:21,2024-07-16 08:30,2024-07-16 07:21,P1,Cloud Service Disruption,Service Desk L1,Supply Chain,Closed,5.16,4,True,True,Yes,CHG200220,Normal,False,Medium,10.0
INC100378,2024-07-16 06:53,2024-07-17 07:50,2024-07-17 06:53,P3,Authentication Failure,Network Operations,Wealth Management,Resolved,24.95,24,True,False,Yes,CHG200378,Standard,False,Low,5.2
INC100435,2024-07-17 09:28,2024-07-19 02:20,2024-07-20 09:28,P4,Capacity Exceeded,Identity & Access Management,HR Operations,Resolved,40.88,72,False,False,No,N/A,N/A,False,Medium,0.8
INC100485,2024-07-18 01:50,2024-07-20 01:41,2024-07-21 01:50,P4,Batch Job Failure,DevOps Engineering,Supply Chain,Closed,47.86,72,False,False,No,N/A,N/A,False,Low,1.1
INC100190,2024-07-20 20:35,2024-07-21 05:55,2024-07-21 04:35,P2,Hardware Failure,Application Support L2,Supply Chain,Resolved,9.34,8,True,False,Yes,CHG200190,Emergency,True,High,9.7
INC100338,2024-07-21 20:28,2024-07-22 14:34,2024-07-22 20:28,P3,Application Error,Network Operations,Retail Banking,Resolved,18.11,24,False,False,No,N/A,N/A,False,Low,4.4
INC100049,2024-07-22 04:01,2024-07-24 05:46,2024-07-25 04:01,P4,Batch Job Failure,Infrastructure Engineering,HR Operations,Resolved,49.76,72,False,False,Yes,CHG200049,Normal,False,Low,1.7
INC100342,2024-07-23 20:56,2024-07-24 05:40,2024-07-24 20:56,P3,Data Corruption,Database Administration,Corporate IT,Closed,8.75,24,False,False,No,N/A,N/A,False,Low,4.3
INC100494,2024-07-30 07:12,2024-07-30 14:41,2024-07-30 15:12,P2,Security Breach,Cybersecurity Response,Supply Chain,Resolved,7.49,8,False,False,No,N/A,N/A,False,High,6.4
INC100394,2024-08-02 05:36,2024-08-02 07:36,2024-08-02 13:36,P2,Network Outage,Service Desk L1,Supply Chain,Closed,2.01,8,False,False,No,N/A,N/A,False,High,5.1
INC100451,2024-08-04 13:57,2024-08-04 20:20,2024-08-04 21:57,P2,Hardware Failure,Cybersecurity Response,Legal & Compliance,Closed,6.4,8,False,False,No,N/A,N/A,False,High,6.3
INC100070,2024-08-05 11:51,2024-08-06 02:01,2024-08-06 11:51,P3,Access Management,Database Administration,Customer Service,Resolved,14.17,24,False,False,No,N/A,N/A,False,Low,2.1
INC100306,2024-08-06 15:04,2024-08-08 15:47,2024-08-07 15:04,P3,Capacity Exceeded,Application Support L2,Finance,Closed,48.72,24,True,True,Yes,CHG200306,Standard,False,Low,5.8
INC100587,2024-08-10 18:42,2024-08-12 14:48,2024-08-13 18:42,P4,Authentication Failure,Service Desk L1,HR Operations,Closed,44.1,72,False,False,No,N/A,N/A,False,Low,2.2
INC100493,2024-08-11 18:17,2024-08-13 18:42,2024-08-12 18:17,P3,Third-Party Integration Failure,Identity & Access Management,Legal & Compliance,Closed,48.43,24,True,False,No,N/A,N/A,False,Medium,6.5
INC100011,2024-08-12 04:32,2024-08-13 17:35,2024-08-15 04:32,P4,Authentication Failure,Cloud Platform Team,Legal & Compliance,Resolved,37.06,72,False,False,No,N/A,N/A,False,Medium,0.5
INC100381,2024-08-14 20:14,2024-08-15 08:47,2024-08-15 20:14,P3,Network Outage,Database Administration,HR Operations,Resolved,12.55,24,False,False,No,N/A,N/A,False,Low,3.5
INC100483,2024-08-15 11:05,2024-08-16 01:00,2024-08-15 19:05,P2,Application Error,Application Support L2,Supply Chain,Closed,13.93,8,True,False,No,N/A,N/A,False,Medium,9.0
INC100554,2024-08-15 13:18,2024-08-15 18:28,2024-08-16 13:18,P3,Authentication Failure,DevOps Engineering,Retail Banking,Closed,5.18,24,False,False,No,N/A,N/A,False,Medium,2.7
INC100041,2024-08-16 00:42,2024-08-17 11:46,2024-08-19 00:42,P4,Access Management,Infrastructure Engineering,HR Operations,Resolved,35.07,72,False,False,No,N/A,N/A,False,Medium,2.6
INC100419,2024-08-16 14:21,2024-08-17 04:09,2024-08-16 22:21,P2,Access Management,Identity & Access Management,Finance,Closed,13.81,8,True,False,No,N/A,N/A,False,Medium,8.0
INC100211,2024-08-18 09:49,2024-08-19 23:36,2024-08-19 09:49,P3,Security Breach,Infrastructure Engineering,Supply Chain,Closed,37.79,24,True,False,No,N/A,N/A,False,Low,5.2
INC100365,2024-08-19 08:36,2024-08-20 09:31,2024-08-20 08:36,P3,Third-Party Integration Failure,Service Desk L1,Supply Chain,Resolved,24.93,24,True,False,Yes,CHG200365,Emergency,False,Low,5.8
INC100473,2024-08-23 12:24,2024-08-27 06:14,2024-08-24 12:24,P3,Access Management,Service Desk L1,Retail Banking,Closed,89.85,24,True,False,Yes,CHG200473,Standard,True,Low,7.2
INC100074,2024-08-24 03:46,2024-08-24 05:06,2024-08-24 07:46,P1,Hardware Failure,Infrastructure Engineering,Supply Chain,Closed,1.34,4,False,False,Yes,CHG200074,Standard,False,Low,8.6
INC100055,2024-08-24 12:44,2024-08-26 02:45,2024-08-25 12:44,P3,Application Error,Database Administration,Wealth Management,Closed,38.02,24,True,True,No,N/A,N/A,False,Low,6.0
INC100263,2024-08-25 02:21,2024-08-25 22:48,2024-08-26 02:21,P3,Network Outage,Application Support L2,Corporate IT,Closed,20.46,24,False,False,No,N/A,N/A,False,Low,4.4
INC100121,2024-08-26 10:49,2024-08-28 18:24,2024-08-29 10:49,P4,Security Breach,Enterprise Architecture,HR Operations,Closed,55.59,72,False,False,Yes,CHG200121,Emergency,True,Low,2.8
INC100002,2024-08-26 16:38,2024-08-26 16:59,2024-08-27 00:38,P2,Network Outage,Application Support L2,HR Operations,Closed,0.36,8,False,False,Yes,CHG200002,Standard,False,Low,5.6
INC100097,2024-08-27 13:02,2024-08-27 21:56,2024-08-28 13:02,P3,Capacity Exceeded,Cybersecurity Response,Corporate IT,Closed,8.91,24,False,False,No,N/A,N/A,False,Low,3.7
INC100223,2024-08-29 14:48,2024-08-31 04:22,2024-08-30 14:48,P3,Network Outage,Infrastructure Engineering,Corporate IT,Resolved,37.58,24,True,False,No,N/A,N/A,False,Low,5.4
INC100567,2024-08-29 16:17,2024-08-29 21:34,2024-08-30 00:17,P2,Access Management,Identity & Access Management,Supply Chain,Resolved,5.29,8,False,False,No,N/A,N/A,False,High,6.6
INC100499,2024-08-30 08:30,2024-09-01 05:03,2024-08-31 08:30,P3,Hardware Failure,Database Administration,Supply Chain,Resolved,44.56,24,True,False,No,N/A,N/A,False,Low,6.5
INC100247,2024-09-02 17:20,2024-09-03 09:33,2024-09-03 17:20,P3,Authentication Failure,Cybersecurity Response,Corporate IT,Closed,16.23,24,False,False,No,N/A,N/A,False,Low,2.7
INC100237,2024-09-03 06:04,2024-09-03 15:29,2024-09-03 14:04,P2,Data Corruption,Enterprise Architecture,Finance,Resolved,9.42,8,True,False,Yes,CHG200237,Standard,False,High,8.4
INC100170,2024-09-03 23:42,2024-09-04 16:15,2024-09-04 23:42,P3,Access Management,Application Support L2,Legal & Compliance,Resolved,16.56,24,False,False,No,N/A,N/A,False,Low,4.0
INC100094,2024-09-06 14:35,2024-09-09 01:26,2024-09-09 14:35,P4,Data Corruption,Service Desk L1,Customer Service,Closed,58.86,72,False,False,Yes,CHG200094,Standard,False,Low,2.9
INC100069,2024-09-06 14:36,2024-09-08 20:34,2024-09-09 14:36,P4,Application Error,Infrastructure Engineering,Customer Service,Closed,53.98,72,False,False,No,N/A,N/A,False,Low,3.0
INC100283,2024-09-06 16:11,2024-09-08 11:22,2024-09-09 16:11,P4,Batch Job Failure,Application Support L2,Wealth Management,Resolved,43.19,72,False,False,No,N/A,N/A,False,Low,1.1
INC100456,2024-09-09 07:45,2024-09-10 06:24,2024-09-10 07:45,P3,Database Performance,Network Operations,Legal & Compliance,Closed,22.66,24,False,False,No,N/A,N/A,False,Low,3.7
INC100577,2024-09-09 13:25,2024-09-10 07:21,2024-09-10 13:25,P3,Capacity Exceeded,Identity & Access Management,Customer Service,Closed,17.94,24,False,False,No,N/A,N/A,False,Low,3.3
INC100345,2024-09-10 21:15,2024-09-11 10:24,2024-09-11 21:15,P3,Security Breach,Database Administration,Retail Banking,Resolved,13.15,24,False,False,No,N/A,N/A,False,Medium,3.7
INC100299,2024-09-10 21:25,2024-09-11 16:48,2024-09-11 21:25,P3,Security Breach,Database Administration,Legal & Compliance,Resolved,19.39,24,False,False,No,N/A,N/A,False,Low,4.1
INC100227,2024-09-10 21:48,2024-09-12 08:51,2024-09-11 21:48,P3,Third-Party Integration Failure,DevOps Engineering,HR Operations,Resolved,35.07,24,True,False,No,N/A,N/A,False,Low,5.2
INC100492,2024-09-11 09:05,2024-09-12 08:06,2024-09-11 17:05,P2,Cloud Service Disruption,Network Operations,Supply Chain,Resolved,23.03,8,True,True,No,N/A,N/A,False,High,8.8
INC100276,2024-09-15 21:09,2024-09-16 10:16,2024-09-16 05:09,P2,Batch Job Failure,Infrastructure Engineering,HR Operations,Closed,13.12,8,True,True,No,N/A,N/A,False,Low,7.9
INC100173,2024-09-16 01:48,2024-09-16 21:53,2024-09-17 01:48,P3,Cloud Service Disruption,Cloud Platform Team,Customer Service,Resolved,20.09,24,False,False,No,N/A,N/A,False,Medium,2.8
INC100527,2024-09-16 15:40,2024-09-17 02:44,2024-09-17 15:40,P3,Capacity Exceeded,DevOps Engineering,Retail Banking,Resolved,11.08,24,False,False,No,N/A,N/A,False,Low,3.5
INC100231,2024-09-17 00:47,2024-09-17 02:04,2024-09-17 04:47,P1,Hardware Failure,Network Operations,Corporate IT,Resolved,1.3,4,False,False,Yes,CHG200231,Standard,True,Low,9.5
INC100044,2024-09-17 01:45,2024-09-19 15:20,2024-09-20 01:45,P4,Application Error,Cloud Platform Team,HR Operations,Closed,61.59,72,False,False,No,N/A,N/A,False,Medium,1.4
INC100479,2024-09-24 17:27,2024-09-25 02:47,2024-09-25 01:27,P2,Database Performance,Cloud Platform Team,Supply Chain,Resolved,9.34,8,True,False,No,N/A,N/A,False,Medium,9.6
INC100182,2024-09-25 08:45,2024-09-25 17:36,2024-09-25 16:45,P2,Cloud Service Disruption,Cloud Platform Team,Retail Banking,Resolved,8.86,8,True,False,No,N/A,N/A,False,Medium,7.8
INC100519,2024-09-26 02:27,2024-09-26 17:59,2024-09-27 02:27,P3,Data Corruption,Cloud Platform Team,HR Operations,Resolved,15.54,24,False,False,No,N/A,N/A,False,Low,3.6
INC100404,2024-09-26 16:12,2024-10-07 04:28,2024-09-29 16:12,P4,Third-Party Integration Failure,Cybersecurity Response,HR Operations,Closed,252.28,72,True,False,No,N/A,N/A,False,Medium,4.2
INC100407,2024-09-27 14:03,2024-09-28 10:12,2024-09-28 14:03,P3,Security Breach,Service Desk L1,Supply Chain,Resolved,20.17,24,False,False,Yes,CHG200407,Standard,False,Low,3.3
INC100081,2024-09-27 21:05,2024-09-28 04:04,2024-09-28 01:05,P1,Application Error,Cybersecurity Response,HR Operations,Closed,6.99,4,True,True,Yes,CHG200081,Standard,False,Medium,10.0
INC100200,2024-09-27 23:23,2024-09-28 02:05,2024-09-28 23:23,P3,Application Error,Cloud Platform Team,Wealth Management,Resolved,2.7,24,False,False,No,N/A,N/A,False,Medium,3.2
INC100334,2024-09-28 03:05,2024-09-30 17:14,2024-10-01 03:05,P4,Third-Party Integration Failure,Infrastructure Engineering,Customer Service,Resolved,62.16,72,False,False,No,N/A,N/A,False,Low,2.5
INC100010,2024-09-28 04:15,2024-10-02 23:31,2024-10-01 04:15,P4,Data Corruption,Service Desk L1,Wealth Management,Resolved,115.27,72,True,False,No,N/A,N/A,False,Low,4.7
INC100030,2024-09-28 12:08,2024-09-28 14:31,2024-09-28 20:08,P2,Batch Job Failure,Identity & Access Management,HR Operations,Resolved,2.39,8,False,False,No,N/A,N/A,False,High,6.8
INC100332,2024-10-05 07:04,2024-10-07 02:32,2024-10-06 07:04,P3,Access Management,Identity & Access Management,Customer Service,Closed,43.47,24,True,False,No,N/A,N/A,False,Low,6.0
INC100426,2024-10-07 12:21,2024-10-07 18:27,2024-10-07 20:21,P2,Data Corruption,Enterprise Architecture,HR Operations,Closed,6.11,8,False,False,No,N/A,N/A,False,High,6.4
INC100001,2024-10-08 07:14,2024-10-09 09:16,2024-10-09 07:14,P3,Batch Job Failure,Application Support L2,Finance,Resolved,26.04,24,True,False,Yes,CHG200001,Standard,False,Medium,5.7
INC100316,2024-10-11 02:19,2024-10-11 05:54,2024-10-11 06:19,P1,Batch Job Failure,DevOps Engineering,Wealth Management,Closed,3.59,4,False,False,Yes,CHG200316,Standard,False,Medium,8.4
INC100020,2024-10-12 21:31,2024-10-16 17:51,2024-10-15 21:31,P4,Access Management,Application Support L2,HR Operations,Closed,92.34,72,True,False,No,N/A,N/A,False,Low,3.9
INC100458,2024-10-14 04:57,2024-10-14 15:24,2024-10-15 04:57,P3,Batch Job Failure,Enterprise Architecture,Retail Banking,Resolved,10.46,24,False,False,No,N/A,N/A,False,Low,3.4
INC100448,2024-10-15 14:24,2024-10-16 15:57,2024-10-16 14:24,P3,Hardware Failure,Infrastructure Engineering,Retail Banking,Resolved,25.56,24,True,False,No,N/A,N/A,False,Low,6.5
INC100477,2024-10-17 19:56,2024-10-19 03:19,2024-10-18 03:56,P2,Third-Party Integration Failure,Cybersecurity Response,Retail Banking,Resolved,31.39,8,True,False,No,N/A,N/A,False,Low,8.7
INC100108,2024-10-20 07:38,2024-10-21 23:30,2024-10-21 07:38,P3,Batch Job Failure,Network Operations,Customer Service,Closed,39.88,24,True,False,No,N/A,N/A,False,Low,5.6
INC100560,2024-10-21 00:21,2024-10-23 11:25,2024-10-24 00:21,P4,Security Breach,Enterprise Architecture,Wealth Management,Resolved,59.08,72,False,False,No,N/A,N/A,False,Low,1.6
INC100089,2024-10-22 21:25,2024-10-26 08:26,2024-10-25 21:25,P4,Access Management,Cloud Platform Team,Customer Service,Resolved,83.03,72,True,False,No,N/A,N/A,False,Low,4.0
INC100138,2024-10-23 10:07,2024-10-23 18:11,2024-10-23 18:07,P2,Security Breach,Database Administration,Supply Chain,Closed,8.08,8,True,False,Yes,CHG200138,Emergency,False,Low,9.7
INC100453,2024-10-24 21:04,2024-10-26 18:03,2024-10-27 21:04,P4,Third-Party Integration Failure,DevOps Engineering,Retail Banking,Closed,44.99,72,False,False,No,N/A,N/A,False,Low,0.8
INC100082,2024-10-25 01:14,2024-10-25 07:19,2024-10-26 01:14,P3,Capacity Exceeded,Enterprise Architecture,Customer Service,Resolved,6.09,24,False,False,No,N/A,N/A,False,Low,3.8
INC100331,2024-10-25 08:54,2024-10-26 02:25,2024-10-26 08:54,P3,Data Corruption,Database Administration,HR Operations,Closed,17.52,24,False,False,No,N/A,N/A,False,Low,3.9
INC100326,2024-10-25 18:50,2024-10-26 09:54,2024-10-26 18:50,P3,Network Outage,Identity & Access Management,HR Operations,Closed,15.08,24,False,False,No,N/A,N/A,False,Low,3.6
INC100292,2024-10-26 01:17,2024-10-26 12:39,2024-10-26 09:17,P2,Authentication Failure,Network Operations,HR Operations,Closed,11.38,8,True,False,Yes,CHG200292,Normal,True,Medium,8.9
INC100172,2024-10-27 06:02,2024-10-30 20:29,2024-10-30 06:02,P4,Capacity Exceeded,Service Desk L1,Finance,Resolved,86.47,72,True,False,No,N/A,N/A,False,Low,3.3
INC100110,2024-10-29 10:47,2024-10-31 06:09,2024-11-01 10:47,P4,Capacity Exceeded,Database Administration,Retail Banking,Closed,43.38,72,False,False,No,N/A,N/A,False,Low,1.1
INC100312,2024-10-29 20:03,2024-10-31 00:11,2024-10-30 20:03,P3,Cloud Service Disruption,Cybersecurity Response,Corporate IT,Closed,28.14,24,True,False,No,N/A,N/A,False,Medium,5.6
INC100235,2024-11-01 14:43,2024-11-02 13:09,2024-11-02 14:43,P3,Security Breach,Network Operations,Finance,Closed,22.44,24,False,False,No,N/A,N/A,False,Medium,3.1
INC100219,2024-11-01 18:38,2024-11-07 04:48,2024-11-04 18:38,P4,Hardware Failure,Network Operations,Finance,Closed,130.17,72,True,False,Yes,CHG200219,Normal,True,Medium,5.0
INC100549,2024-11-03 02:36,2024-11-03 13:17,2024-11-04 02:36,P3,Security Breach,Cybersecurity Response,Supply Chain,Closed,10.69,24,False,False,No,N/A,N/A,False,Low,4.6
INC100375,2024-11-03 23:28,2024-11-04 14:39,2024-11-04 07:28,P2,Application Error,Cybersecurity Response,Wealth Management,Resolved,15.19,8,True,False,No,N/A,N/A,False,Medium,8.0
INC100106,2024-11-05 06:24,2024-11-05 18:26,2024-11-05 14:24,P2,Capacity Exceeded,Infrastructure Engineering,Customer Service,Resolved,12.04,8,True,False,No,N/A,N/A,False,Low,8.7
INC100047,2024-11-07 09:13,2024-11-12 21:54,2024-11-10 09:13,P4,Data Corruption,DevOps Engineering,Finance,Resolved,132.68,72,True,False,No,N/A,N/A,False,Low,4.5
INC100116,2024-11-07 15:07,2024-11-07 23:04,2024-11-08 15:07,P3,Database Performance,Network Operations,Finance,Closed,7.96,24,False,False,Yes,CHG200116,Emergency,True,Low,4.1
INC100585,2024-11-11 09:46,2024-11-12 12:03,2024-11-14 09:46,P4,Database Performance,Network Operations,Corporate IT,Closed,26.29,72,False,False,No,N/A,N/A,False,Medium,2.6
INC100064,2024-11-14 03:37,2024-11-15 01:31,2024-11-15 03:37,P3,Capacity Exceeded,Application Support L2,Wealth Management,Closed,21.9,24,False,False,Yes,CHG200064,Normal,False,Low,3.6
INC100195,2024-11-16 22:20,2024-11-19 01:52,2024-11-17 22:20,P3,Access Management,Enterprise Architecture,Wealth Management,Resolved,51.54,24,True,False,No,N/A,N/A,False,Medium,5.9
INC100290,2024-11-18 14:39,2024-11-18 21:17,2024-11-18 22:39,P2,Hardware Failure,Database Administration,Wealth Management,Closed,6.64,8,False,False,Yes,CHG200290,Normal,False,Medium,6.7
INC100498,2024-11-19 22:00,2024-11-20 01:57,2024-11-20 06:00,P2,Third-Party Integration Failure,Application Support L2,Customer Service,Resolved,3.96,8,False,False,Yes,CHG200498,Standard,True,Low,7.6
INC100266,2024-11-20 11:06,2024-11-21 10:32,2024-11-23 11:06,P4,Data Corruption,Database Administration,Corporate IT,Resolved,23.44,72,False,False,Yes,CHG200266,Normal,False,Medium,1.4
INC100531,2024-11-20 17:50,2024-11-21 04:07,2024-11-21 01:50,P2,Database Performance,Service Desk L1,HR Operations,Resolved,10.29,8,True,False,No,N/A,N/A,False,Medium,8.3
INC100571,2024-11-21 02:35,2024-11-21 06:09,2024-11-22 02:35,P3,Batch Job Failure,Enterprise Architecture,Wealth Management,Resolved,3.57,24,False,False,No,N/A,N/A,False,Medium,3.6
INC100163,2024-11-22 03:53,2024-11-22 12:58,2024-11-22 11:53,P2,Access Management,Cybersecurity Response,Finance,Resolved,9.09,8,True,False,No,N/A,N/A,False,High,7.8
INC100196,2024-11-22 07:29,2024-11-22 10:44,2024-11-23 07:29,P3,Access Management,DevOps Engineering,Retail Banking,Resolved,3.26,24,False,False,Yes,CHG200196,Normal,True,Low,4.1
INC100358,2024-11-22 08:06,2024-11-22 20:01,2024-11-23 08:06,P3,Network Outage,Infrastructure Engineering,Finance,Closed,11.92,24,False,False,Yes,CHG200358,Standard,False,Low,3.3
INC100349,2024-11-27 01:01,2024-11-28 00:26,2024-11-30 01:01,P4,Database Performance,Identity & Access Management,Wealth Management,Resolved,23.42,72,False,False,Yes,CHG200349,Emergency,False,Low,2.4
INC100553,2024-11-30 16:44,2024-11-30 19:02,2024-11-30 20:44,P1,Cloud Service Disruption,Enterprise Architecture,Wealth Management,Closed,2.3,4,False,False,Yes,CHG200553,Standard,False,Low,8.2
INC100335,2024-12-01 04:05,2024-12-01 09:21,2024-12-01 08:05,P1,Authentication Failure,Network Operations,HR Operations,Resolved,5.27,4,True,False,No,N/A,N/A,False,High,10.0
INC100204,2024-12-01 19:20,2024-12-02 02:47,2024-12-04 19:20,P4,Authentication Failure,DevOps Engineering,Wealth Management,Resolved,7.45,72,False,False,No,N/A,N/A,False,Low,1.1
INC100599,2024-12-04 10:59,2024-12-04 17:30,2024-12-05 10:59,P3,Network Outage,Database Administration,HR Operations,Closed,6.52,24,False,False,No,N/A,N/A,False,Low,2.7
INC100360,2024-12-05 06:12,2024-12-05 14:13,2024-12-06 06:12,P3,Database Performance,Network Operations,Retail Banking,Resolved,8.02,24,False,False,No,N/A,N/A,False,Low,3.7
INC100096,2024-12-06 17:48,2024-12-06 21:46,2024-12-07 01:48,P2,Cloud Service Disruption,Service Desk L1,Legal & Compliance,Closed,3.98,8,False,False,No,N/A,N/A,False,High,3.9
INC100152,2024-12-07 02:37,2024-12-11 01:27,2024-12-10 02:37,P4,Batch Job Failure,Enterprise Architecture,Wealth Management,Resolved,94.85,72,True,False,No,N/A,N/A,False,Low,4.2
INC100504,2024-12-08 08:23,2024-12-08 12:06,2024-12-08 16:23,P2,Batch Job Failure,Application Support L2,Customer Service,Resolved,3.72,8,False,False,No,N/A,N/A,False,Medium,6.0
INC100374,2024-12-11 09:19,2024-12-12 03:52,2024-12-12 09:19,P3,Hardware Failure,Identity & Access Management,Finance,Closed,18.56,24,False,False,No,N/A,N/A,False,Low,4.2
INC100490,2024-12-13 14:43,2024-12-19 06:30,2024-12-16 14:43,P4,Authentication Failure,Service Desk L1,HR Operations,Resolved,135.8,72,True,False,No,N/A,N/A,False,Low,4.8
INC100281,2024-12-17 14:50,2024-12-19 15:05,2024-12-20 14:50,P4,Database Performance,Identity & Access Management,Supply Chain,Closed,48.25,72,False,False,No,N/A,N/A,False,Medium,1.0
INC100388,2024-12-17 23:45,2024-12-20 00:26,2024-12-18 23:45,P3,Data Corruption,Network Operations,HR Operations,Closed,48.69,24,True,False,No,N/A,N/A,False,Low,6.7
INC100380,2024-12-18 05:53,2024-12-18 10:44,2024-12-18 13:53,P2,Authentication Failure,DevOps Engineering,Legal & Compliance,Resolved,4.85,8,False,False,No,N/A,N/A,False,Medium,5.9
INC100241,2024-12-18 20:42,2024-12-27 05:43,2024-12-21 20:42,P4,Cloud Service Disruption,Service Desk L1,Finance,Resolved,201.03,72,True,False,No,N/A,N/A,False,Low,4.7
